video,caption
B0993.55,A group of birds are seen flying over a rocky terrain.
B0732.25,A gorilla is seen walking through the forest in the video.
B0951.26,A dog is seen walking on a rocky terrain in the video.
B0026.5,A bird is seen flying over a body of water in the video.
B0777.49,A baboon is seen eating leaves from a tree in the video.
B0302.10,A group of birds are seen walking in the dirt.
B0037.13,A group of elephants are seen walking through a rocky terrain.
B1020.39,A group of elephants are seen walking through a rocky terrain.
B0790.29,A small animal is seen walking on the ground in the video.
B0794.60,A giraffe is seen eating leaves from a tree in the video.
B0654.17,A bear is seen walking through the woods in the video.
B1031.25,A group of birds are seen flying over a rocky cliff.
B0895.11,A small animal is seen walking on a rock in the video.
B0687.56,A deer is seen walking through a forest and looking around.
B0810.53,A black bear is seen walking through the woods in the video.
B0323.7,A group of people are seen walking through a field of trees.
B0805.29,A deer is seen walking through the woods in the video.
B0763.4,A dog is seen walking through the woods in the video.
B0914.25,A squirrel is seen running across a rock and then standing on its hind legs.
B0859.20,A group of elephants are seen walking through the water.
B0814.45,A deer is seen walking through the woods in the video.
B0058.4,A group of deer are seen grazing in the woods.
B0653.61,A squirrel is seen running through the woods in the video.
B1032.64,A large rock formation is shown in the video.
B0559.7,A deer is seen walking through the woods in the video.
B0879.27,A lizard is seen crawling up a rock in the video.
B0493.2,A deer is seen walking through a forest and looking at the camera.
B0698.1,A group of birds are seen flying in the sky.
B1034.1,A dog is seen walking on a rock in the video.
B1014.7,A group of gorillas are seen standing in a forest.
B0725.20,A lion is seen walking through a field of trees and bushes.
B1011.51,A monkey is seen climbing up a rock face in the video.
B0557.6,A dog is seen running through a field of grass.
B0059.5,A lion is seen walking through the woods in the video.
B0691.61,A deer is seen walking through the woods in the video.
B0712.38,A kangaroo is seen jumping on a branch in the video.
B0289.4,A group of animals are seen walking across a desert landscape.
B1001.25,A monkey is seen climbing up a rock face in the video.
B0742.36,A dog is seen running through the woods in the video.
B0664.37,A giraffe is seen walking through a forest with trees and bushes.
B0931.24,A bird is seen flying over a rocky area in the video.
B0218.1,A dog is seen walking through a field of dry grass.
B0895.6,A bird is seen flying over a rocky area in the video.
B0778.31,A baboon is seen sitting on the ground in a forest.
B0459.10,A dog is seen walking through the dirt in the video.
B0995.7,A group of deer are seen grazing on the grass in the video.
B1021.22,A dog is seen walking on the ground in the video.
B0264.6,A small animal is seen walking across the desert in the video.
B1035.44,A large bear is seen walking through the woods in the video.
B0789.25,A bird is seen perched on a branch in the video.
B0890.33,A deer is seen walking through the woods in the video.
B0744.28,A bear is seen walking through the woods in the video.
B0644.35,A black bear is seen climbing up a tree in the video.
B0129.4,A deer is seen walking through the grass in the video.
B0469.7,A dog is seen walking through a forest and then laying down on the ground.
B0851.3,A bear is seen walking through the woods in the video.
B1021.8,A group of elephants are seen walking in a line.
B0979.20,A small animal is seen running across a rocky terrain.
B0249.17,A bird is seen flying over a desert landscape.
B0719.39,A monkey is seen eating leaves from a tree in the video.
B0994.51,A monkey is seen climbing up a rock face in the video.
B1032.60,A large bear is seen walking through the woods in the video.
B0731.33,A gorilla is seen walking through the forest and looking at the camera.
B0385.10,A squirrel is seen climbing up a rock wall in the video.
B0782.52,A bird is seen perched on a tree branch in the video.
B0636.32,A monkey is seen sitting on a tree branch in the video.
B0786.16,A lion is seen walking through the grass in the video.
B0760.21,A giraffe is seen walking through a forest with trees and bushes.
B0740.7,A gorilla is seen walking through the trees in the video.
B1015.43,A group of animals are seen walking in a line.
B0953.24,A group of elephants are seen walking across a rocky terrain.
B0415.11,A group of deer are seen grazing in a forest.
B0791.28,A bear is seen walking through the woods in the video.
B0657.11,A small animal is seen walking through the woods in the video.
B0202.14,Two birds are seen standing on the ground in the desert.
B0812.41,A bear is seen walking through the woods and climbing up a tree.
B0813.28,A gorilla is seen walking through the grass in the video.
B0919.4,A group of monkeys are seen walking on a rock wall.
B0797.55,A small animal is seen walking through the grass in the video.
B0653.10,A bear is seen walking through the woods in the video.
B0778.50,A small animal is seen walking through the grass and trees.
B0890.10,A bird is seen flying over a river in the video.
B0831.21,A small animal is seen walking on a rock and then jumps into the water.
B0435.1,A black bear is seen walking through the woods in the video.
B0807.47,A deer is seen walking through the woods in the video.
B0911.18,A black dog is seen walking on a rocky terrain.
B0750.10,A deer is seen walking through the woods in the video.
B0815.49,A lion is seen walking through the grass in the video.
B1029.53,A group of birds are seen flying over a mountain range.
B0651.16,A baboon is seen sitting on a tree branch in the video.
B1038.55,A mountain goat is seen climbing up a rocky cliff in the video.
B0744.19,A bear is seen walking through the woods in the video.
B0788.22,A bear is seen walking through the woods in the video.
B1015.26,A group of animals are seen walking in a line.
B0952.21,A dog is seen walking on a dirt road in the video.
B0680.31,A lion is seen walking through the grass in the video.
B0214.4,A small animal is seen walking across a dirt field.
B0546.7,A bear is seen walking through the woods in the video.
B0932.20,A group of birds are seen flying over a rocky terrain.
B0946.15,A dog is seen running through the woods in the video.
B0711.27,A baboon is seen standing in the grass with its head turned to the side.
B0559.3,A deer is seen walking through a forest in the video.
B0695.56,A deer is seen walking through the woods in the video.
B0496.8,A dog is seen walking through a field of dry grass.
B0134.1,A deer is seen walking through the woods in the video.
B0969.50,A small bird is seen perched on a rock in the video.
B0401.1,A group of birds are seen sitting on a rock in the video.
B0685.60,A deer is seen walking through the woods in the video.
B1002.35,A group of bears are seen walking through a forest.
B1026.30,A dog is seen running through the woods in the video.
B0188.11,A dog is seen walking through a stream of water.
B0622.9,A dog is seen walking on a rock in the video.
B0749.21,A bear is seen walking through the woods and looking at the camera.
B1051.11,A dog is seen walking on a rock in the video.
B0745.23,A deer is seen walking through the woods in the video.
B1054.17,A dog is seen running through the woods in the video.
B0666.11,A deer is seen grazing in a field of grass.
B1062.4,A large bear is seen walking through the woods in the video.
B0886.32,A small animal is seen walking on a rock in the video.
B0831.26,A group of bears are seen walking in the snow.
B1032.5,A group of deer are seen grazing on the grass in the video.
B0700.6,A group of elephants are seen walking through a field of trees.
B0644.8,A monkey is seen climbing a tree in the video.
B0946.12,A dog is seen walking on a rocky hillside in the video.
B0805.18,A squirrel is seen climbing up a tree in the video.
B0237.14,A herd of cattle is seen grazing in a field.
B0220.6,A group of birds are seen standing in the desert.
B0534.8,A small animal is seen walking on a rock and then jumps off.
B0970.29,A small animal is seen climbing up a rock face in the video.
B0976.30,A small animal is seen walking on a rock in the video.
B0064.5,A deer is seen grazing on the grass in the video.
B1032.10,A dog is seen running through the woods in the video.
B0660.40,A giraffe is seen walking through a forest and looking at the camera.
B0863.25,A small animal is seen walking on the ground in the video.
B0731.20,A bear is seen walking through the woods in the video.
B0639.39,A baboon is seen standing on a branch in the wild.
B0772.42,A deer is seen walking through the woods in the video.
B0997.6,"A large rock is shown in the video, but no animals are seen."
B0691.35,A baboon is seen sitting on the ground with its hands on its knees.
B1029.27,A bear is seen walking on a rock in the video.
B0671.61,A deer is seen walking through the woods in the video.
B0785.18,A small animal is seen walking through the grass in the video.
B0893.15,A deer is seen walking through the woods in the video.
B0210.5,A cow is seen walking through a field of dry grass.
B0671.65,A deer is seen walking through the woods in the video.
B0152.4,A monkey is seen climbing up a rock in the video.
B0289.1,A group of animals are seen walking in the desert.
B0804.58,A small animal is seen walking through the trees in the video.
B0050.12,A lion is seen walking through the trees in the video.
B0817.19,A small animal is seen walking through the grass in the video.
B0720.11,A small animal is seen walking through the grass in the video.
B1017.9,A wolf is seen walking through a forest in the video.
B0723.9,A lion is seen walking through the trees in the video.
B1003.60,A monkey is seen climbing up a rock in the video.
B1002.63,A group of bears are seen walking through the woods.
B0070.3,A deer is seen walking through the woods in the video.
B0849.5,A dog is seen walking on a rock in the video.
B0711.14,A bear is seen walking through the woods in the video.
B0936.17,A horse is seen running through a field of grass.
B0755.21,A bird is seen perched on a branch in the woods.
B1051.46,A dog is seen walking on a rock in the video.
B0899.15,A cow is seen walking through a stream of water in the video.
B0495.7,A deer is seen walking through a forest in the video.
B0716.35,A squirrel is seen running across a field of grass.
B0903.45,A small fish swims in the water in the video.
B0805.14,A bird is seen perched on a tree branch in the video.
B0676.43,A deer is seen walking through the woods in the video.
B1026.12,A group of animals are seen walking on a rock in the woods.
B0819.21,A dog is seen walking on the beach in the video.
B0640.53,A bear is seen walking through the woods in the video.
B0943.14,A dog is seen walking on a rock in the video.
B1023.37,A dog is seen walking on the ground in the video.
B0853.16,A group of bears are seen walking through a river.
B0280.8,A small animal is seen walking through the brush in the video.
B0380.5,A dog is seen running through the woods in the video.
B0538.13,A small animal is seen walking on the ground in the video.
B0580.5,A group of birds are seen flying over a rocky cliff.
B0766.53,A monkey is seen eating leaves from a bush in the video.
B0302.14,A bird is seen walking in the desert and then flying away.
B0901.26,A deer is seen walking through the woods in the video.
B0887.9,A bear is seen walking through the woods in the video.
B0557.4,A dog is seen running through a field of grass.
B0724.39,A deer is seen walking through the woods in the video.
B0643.63,A bird is seen perched on a branch in the video.
B0766.33,A baboon is seen sitting in the grass and looking at the camera.
B0666.64,A bird is seen flying over a field of trees.
B0275.3,A group of animals are seen walking in the desert.
B0814.30,A gorilla is seen walking through a forest in the video.
B0659.27,A squirrel is seen running across the grass in the video.
B1016.10,A group of animals are seen walking through a forest.
B0737.39,A baboon is seen walking through the grass in the video.
B0816.19,A lizard is seen crawling on a tree branch in the video.
B0897.16,A group of deer are seen grazing on the grass in the video.
B0695.29,A bird is seen flying over a forest in the video.
B0661.9,A monkey is seen walking through the grass in the video.
B0755.10,A man is seen walking through the woods with a dog.
B0782.2,A bird is seen perched on a branch in the video.
B0690.19,A dog is seen walking through a field of grass.
B0690.57,A deer is seen walking through the woods in the video.
B0745.30,A bird is seen perched on a branch in the video.
B0533.6,A group of elephants are seen walking through a field of dirt and rocks.
B0129.5,A deer is seen lying down in the grass with its legs spread out.
B0656.34,A black bear is seen walking through the woods in the video.
B0702.21,A mother bear and her cubs are seen walking through the woods.
B0894.15,A gorilla is seen walking on a rock in the video.
B0648.50,A monkey is seen walking through the grass in the video.
B0831.28,A horse is seen running in the snow with a man on its back.
B0331.2,A bird is seen walking on the ground in the video.
B0566.2,A gorilla is seen walking through a forest in the video.
B0257.9,A giraffe is seen walking through a field of dry grass.
B0975.8,A group of animals are seen walking in a line.
B0637.55,A baboon is seen sitting on a tree branch in the video.
B0675.22,A deer is seen walking through the woods in the video.
B1023.48,The video shows a large rock with a small hole in it.
B0807.27,A deer is seen walking through the woods in the video.
B0738.26,A dog is seen running through the woods in the video.
B0974.47,A group of animals are seen walking through a forest.
B1053.4,A wolf is seen walking through the woods in the video.
B0782.45,A bird is seen perched on a tree branch in the video.
B0794.56,A kangaroo is seen walking through the brush in the video.
B1020.47,A monkey is seen walking on a rock in the video.
B0771.56,A large bear is seen walking through the woods in the video.
B1047.1,A group of elephants are seen walking through a forest.
B1005.37,A black bear is seen walking through the woods in the video.
B1014.35,A group of bears are seen walking along a rocky cliff.
B0473.11,A group of elephants are seen walking through a muddy area.
B0681.64,A large elephant is seen walking through a forest with a yellow log on the ground.
B0565.4,A monkey is seen climbing up a rock face in the video.
B0686.55,A deer is seen walking through the woods in the video.
B0684.46,A giraffe is seen eating leaves from a tree in the video.
B0288.2,A group of birds are seen walking on the ground in the video.
B0037.10,A group of birds are seen flying over a rocky cliff.
B0782.30,A lion is seen walking through the brush in the video.
B0790.18,A deer is seen walking through the woods in the video.
B0924.3,A cat is seen walking on a rock and then jumps off.
B0796.61,A gorilla is seen sitting on the ground in a forest.
B0732.28,A gorilla is seen walking through the jungle in the video.
B0407.6,A dog is seen walking through a field of grass.
B0726.32,A group of birds are seen flying in the air.
B0993.8,A group of deer are seen grazing on the side of a mountain.
B0777.19,A baboon is seen walking through the grass in the video.
B0659.42,A small animal is seen walking through the grass in the video.
B0761.16,A group of birds are seen standing on the ground in a forest.
B0701.3,A dog is seen walking in the woods and looking at the camera.
B0073.1,A deer is seen walking through the woods in the video.
B0952.10,A dog is seen running through the woods in the video.
B1023.16,A group of monkeys are seen walking on a rocky terrain.
B0931.9,A small animal is seen walking on the ground in the video.
B0998.17,A small animal is seen walking on a rock in the video.
B0146.2,A dog is seen walking through the grass in the video.
B0644.53,A monkey is seen climbing up a tree in the video.
B0685.46,A group of deer are seen grazing in the woods.
B0215.5,A small animal is seen walking on the ground in the video.
B0636.59,A bird is seen perched on a tree branch in the video.
B0814.41,A group of birds are seen flying over a forest.
B1023.11,A group of elephants are seen walking in a line.
B0459.4,A small animal is seen walking across the dirt in the video.
B1023.4,A group of people are seen standing in front of a wall with a dog.
B0667.21,A dog is seen running through the woods in the video.
B0976.8,A dog is seen walking on a rock in the video.
B0791.3,A bear is seen walking through the woods in the video.
B0830.5,A bird is seen flying over a river in the video.
B0645.38,A baboon is seen walking on a hillside in the video.
B0644.4,A monkey is seen climbing a tree in the video.
B0992.4,A monkey is seen walking on a rock and then jumps off.
B0812.32,A squirrel is seen climbing up a tree in the video.
B0847.6,A fish swims through the water and then swims back to the other side.
B0719.23,Two cats are seen eating grass in a yard.
B0090.8,A deer is seen walking through the woods in the video.
B0556.6,A lion is seen walking through the grass in the video.
B0725.7,A lion is seen walking through the grass in the video.
B0548.6,A dog is seen walking through a field of grass.
B0663.3,A lion is seen walking through a field of trees and bushes.
B0688.20,A gorilla is seen walking through the forest in the video.
B0790.60,A deer is seen walking through the woods in the video.
B0687.15,A group of animals are seen walking through the woods in the video.
B1017.12,A group of birds are seen flying over a rocky cliff.
B0363.2,A dog is seen running through the woods in the video.
B0370.10,A small green lizard is seen crawling on a rock in the video.
B0775.39,A group of elephants are seen walking through a forest.
B0881.27,A bird is seen flying over a rocky area in the video.
B0651.47,A bird is seen perched on a branch in the video.
B0372.4,A small green lizard is seen climbing up a rock in the video.
B0404.8,A group of birds are seen sitting on rocks in the video.
B0369.3,A small green lizard is seen climbing up a rock in the video.
B0768.6,A man is seen sitting on a rock with a dog in the woods.
B1040.20,A deer is seen walking through the woods in the video.
B0643.16,A baboon is seen walking through the grass in the video.
B1004.23,A group of elephants are seen walking in a line.
B1034.39,A dog is seen walking on a rock in the video.
B0885.26,A cow is seen grazing on the grass in the video.
B0796.57,A monkey is seen sitting on a tree branch in the video.
B0676.45,A deer is seen walking through the woods in the video.
B0281.6,A group of camels are seen walking in the desert.
B0785.60,A dog is seen walking through the grass in the video.
B0646.46,A baboon is seen sitting on the ground in a forest.
B0027.1,A dog is seen walking in the grass in the video.
B0780.63,A deer is seen walking through the woods in the video.
B0584.4,A group of deer are seen grazing on the ground in the video.
B0367.12,A dog is seen walking on a rocky surface in the video.
B0778.36,A small animal is seen walking on the ground in the video.
B0701.2,A dog is seen walking on the ground in the video.
B1061.9,A group of wolves are seen walking through a forest.
B0413.2,A small animal is seen walking on a rock in the video.
B0040.13,"A group of baboons are seen sitting in the grass, with one of them looking at the camera."
B0092.5,A fox is seen walking through the woods in the video.
B0576.3,A small bird is seen perched on a rock in the video.
B0405.10,A group of birds are seen sitting on a rock in the video.
B0680.19,A deer is seen walking through the woods in the video.
B0654.13,A bear is seen walking through the woods in the video.
B0773.55,A kangaroo is seen eating leaves from a tree in the video.
B0676.28,A lion is seen walking through the grass in the video.
B0084.2,A monkey is seen walking on a tree branch in the video.
B0653.45,A squirrel is seen standing on a tree branch in the video.
B0928.18,A small lizard is seen on a rock in the video.
B1026.24,A cat is seen walking on a rock in the video.
B0377.1,A small lizard is seen on a rock in the video.
B0970.35,A dog is seen running through the woods in the video.
B0673.25,A deer is seen walking through the woods in the video.
B1038.64,A large elephant is seen walking through a rocky terrain.
B0975.40,A dog is seen walking through a forest and looking at the camera.
B0103.1,A monkey is seen eating leaves from a tree in the video.
B0769.52,A lizard is seen crawling on a tree branch in the video.
B0709.29,A monkey is seen climbing up a tree in the video.
B0931.1,A small animal is seen walking on the ground in the video.
B0890.34,A bird is seen flying over a rocky area in the video.
B1025.30,A group of birds are seen flying over a rocky cliff.
B0921.7,A mountain goat is seen climbing up a rocky cliff in the video.
B0964.10,A dog is seen walking on the ground in the video.
B1013.25,A group of wolves are seen walking through a forest.
B1000.1,A dog is seen running in the video.
B0793.40,A bird is seen perched on a branch in the video.
B0995.59,A bird is seen flying over a rocky cliff in the video.
B0670.32,A gorilla is seen walking through the forest and climbing up a tree.
B0645.39,A small animal is seen walking on the ground in the video.
B0813.4,A small animal is seen walking through the grass in the video.
B0298.10,A group of elephants are walking through a desert landscape.
B0839.22,A group of deer are seen grazing in the woods.
B0886.12,A small bird is seen flying over a rocky area.
B0311.3,A group of birds are seen flying in the sky.
B0166.1,A gorilla is seen walking on a rock and then jumping into the water.
B0958.12,A small animal is seen walking on the ground in the video.
B0890.28,A deer is seen walking through the woods in the video.
B1015.18,A group of elephants are seen walking in a line.
B0795.28,A monkey is seen climbing up a tree in the video.
B0998.14,A small animal is seen walking on a rock wall.
B0777.48,A gorilla is seen eating leaves from a tree in the video.
B0979.19,A dog is seen walking on a rocky surface in the video.
B0819.49,A dog is seen walking on a rock in the water.
B0809.1,A deer is seen walking through the woods in the video.
B0242.8,A group of camels are seen walking in the desert.
B0993.19,A small bird is seen flying over a rocky cliff.
B0940.11,A dog is seen walking on a rocky hillside in the video.
B0465.12,A small animal is seen walking on the ground in the video.
B0745.11,A bear is seen walking on a tree branch in the video.
B1026.21,A dog is seen walking on a rock in the video.
B0921.25,A small lizard is seen climbing up a rock in the video.
B0679.2,A dog is seen running through the grass in the video.
B0706.27,A gorilla is seen standing on a branch in the wild.
B0963.21,A bird is seen walking on the ground in the video.
B0647.20,A group of monkeys are seen sitting on the ground in a forest.
B0940.12,A dog is seen walking on a rocky terrain in the video.
B0654.19,A bear is seen walking through the woods in the video.
B0559.1,A deer is seen walking through a forest in the video.
B0788.25,A large bear is seen walking through the woods in the video.
B1043.26,A bird is seen flying over a waterfall in the video.
B0667.60,A deer is seen walking through the woods in the video.
B0945.18,A bird is seen flying over a rocky cliff in the video.
B0385.12,A monkey is seen climbing up a rock face in the video.
B1040.63,A group of birds are seen flying in the sky.
B0148.3,A bear is seen walking on a rock in the water.
B0688.38,A baboon is seen walking through the trees in the video.
B0930.3,A small animal is seen walking on the ground in the video.
B0778.54,A baboon is seen walking through the grass and trees.
B1049.16,A small animal is seen walking on a rock in the video.
B0993.62,A dog is seen walking on a rock in the video.
B0762.35,A bird is seen flying over a forest in the video.
B0075.2,A small animal is seen walking through the grass in the video.
B0667.31,A deer is seen walking through the woods in the video.
B0974.10,A dog is seen running through the woods in the video.
B0073.10,A bird is seen perched on a branch in the video.
B0658.16,A small animal is seen walking through the grass in the video.
B0661.7,A monkey is seen eating a banana in the video.
B0674.41,A deer is seen walking through the woods in the video.
B0785.52,A dog is seen walking in the grass in the video.
B0027.7,A bird is seen walking on the ground in the video.
B0388.6,A bear is seen walking on a rock in the woods.
B0711.20,A bear is seen walking through the woods and then turns to the side.
B0994.40,A group of monkeys are seen climbing up a rocky cliff.
B0747.18,A bird is seen flying over a forest in the video.
B0638.32,A deer is seen lying down in the grass in the video.
B0996.2,A group of people are seen standing in front of a rock wall.
B0779.55,A lion is seen walking through the grass in the video.
B0694.6,A monkey is seen climbing up a tree in the video.
B0691.45,A deer is seen walking through the woods in the video.
B0784.39,A baboon is seen sitting on a tree branch in the video.
B0727.10,A small animal is seen walking through the grass in the video.
B0898.5,A small animal is seen walking on a rock in the video.
B0659.51,A deer is seen walking through the woods in the video.
B0759.5,A squirrel is seen climbing up a tree in the video.
B0079.11,A deer is seen walking through the woods in the video.
B0463.13,A lion is seen walking on a hillside in the video.
B0233.3,A group of birds are seen flying over a desert landscape.
B0751.12,A monkey is seen climbing up a tree in the video.
B0185.2,A bear is seen walking across a rocky terrain in the video.
B0640.1,A deer is seen lying on the ground in the video.
B1024.7,A small animal is seen walking on a rock in the video.
B1011.63,A group of birds are seen standing on a rock.
B1015.44,A group of animals are seen walking on a rocky terrain.
B0819.53,A fish swims through the water in the video.
B1011.21,A small animal is seen walking on a rock in the video.
B0891.15,A group of deer are seen grazing on the grass in the video.
B0328.5,A group of birds are seen walking around in the desert.
B0088.2,A dog is seen running through the woods in the video.
B1058.48,A deer is seen walking through the woods in the video.
B0753.34,A lion is seen walking through the trees in the video.
B0652.54,A bird is seen perched on a branch in the video.
B0678.9,A monkey is seen walking through the trees in the video.
B1060.7,A bird is seen flying over a rocky cliff in the video.
B0820.36,A group of elephants are seen walking through a river.
B0718.17,A baboon is seen walking through the grass in the video.
B0643.58,A black bear is seen walking through the woods in the video.
B0776.48,A deer is seen walking through the woods in the video.
B0372.7,A wolf is seen walking on a rocky terrain in the video.
B0675.30,A deer is seen walking through the woods in the video.
B1026.32,A dog is seen running through the woods in the video.
B0466.6,A bird is seen flying over a rocky terrain in the video.
B0907.13,A dog is seen walking through a rocky area with a mountain in the background.
B0699.19,A lion is seen walking through the trees in the video.
B0789.35,A bird is seen perched on a tree branch in the video.
B0644.15,A monkey is seen climbing a tree in the video.
B0788.32,A deer is seen walking through the woods in the video.
B0156.3,A bird is seen flying over a rocky cliff in the video.
B0397.13,A deer is seen walking through the woods in the video.
B0058.7,A deer is seen walking through the woods in the video.
B1014.30,A group of bears are seen walking through the woods in the video.
B0392.4,A bear is seen walking on a rock in the video.
B0730.28,A bird is seen flying over a forest in the video.
B0773.2,A bear is seen walking through the woods in the video.
B0651.58,A bird is seen perched on a branch in the video.
B0999.5,A group of elephants are seen walking in a line.
B1005.38,A black bear is seen walking through the woods in the video.
B0209.1,A small animal is seen walking across the desert in the video.
B0081.4,A deer is seen walking through the woods in the video.
B0637.22,A small animal is seen sitting on a tree branch and looking around.
B0839.21,A deer is seen walking through the woods in the video.
B0389.7,A squirrel is seen climbing up a rock in the video.
B0147.7,A group of birds are seen flying over a rocky area.
B1011.52,A bear is seen walking on a rock in the video.
B0810.37,A white bird is seen flying over a field of trees.
B0693.45,A monkey is seen walking through the trees in the video.
B0676.14,A group of elephants are seen walking through a forest.
B0445.5,A gorilla is seen walking on the ground in the video.
B0806.60,A dog is seen walking through the grass in the video.
B0693.32,A giraffe is seen eating leaves from a tree in the video.
B0588.5,A dog is seen walking on a rock in the video.
B0802.63,A deer is seen walking through the woods in the video.
B0894.23,A dog is seen walking on the beach and looking at the camera.
B0221.2,A group of animals are seen walking in the desert.
B0812.65,A gorilla is seen walking through the grass in the video.
B0912.21,A small animal is seen walking on the ground in the video.
B0616.1,A mountain goat is seen climbing up a steep rock face.
B0636.49,A bird is seen perched on a tree branch in the video.
B0674.43,A black bear is seen walking through the woods in the video.
B0848.2,A dog is seen walking on a rock and then jumps into the water.
B0110.1,A gorilla is seen walking through a forest and looking at the camera.
B0702.4,A deer is seen walking through the woods in the video.
B0467.8,A horse is seen running across a field in the video.
B1007.5,A group of animals are seen walking in the wilderness.
B0555.7,A group of elephants are seen walking through a field of grass.
B0739.11,A bird is seen flying over a forest in the video.
B0729.37,A giraffe is seen walking through a field of trees.
B0951.1,A dog is seen running through the woods in the video.
B1001.49,A small animal is seen walking on a rock in the video.
B0919.7,A monkey is seen walking on a rock wall in the video.
B0445.7,A small animal is seen walking on the ground in the video.
B0820.16,A deer is seen walking through the woods in the video.
B0679.6,A deer is seen walking through the woods in the video.
B1040.32,A squirrel is seen climbing up a tree in the video.
B0706.8,A baboon is seen sitting on a branch and then standing up.
B1058.20,"A large rock is shown in the video, and a small bird is seen flying in the air."
B0892.8,A dog is seen walking through a rocky area.
B0639.27,A baboon is seen standing on a rock in the wild.
B0927.10,A deer is seen walking through the woods in the video.
B0761.20,A group of birds are seen walking in the woods.
B1021.1,A group of wolves are seen standing in a rocky area.
B0743.35,A group of deer are seen grazing in a forest.
B0670.28,A monkey is seen sitting on a tree branch in the video.
B1003.25,A group of animals are seen walking in a line.
B1026.59,A dog is seen walking on a rock in the video.
B0881.8,A dog is seen walking on a rocky terrain in the video.
B0959.16,A deer is seen walking through the woods in the video.
B0641.49,A baboon is seen sitting on a branch in the video.
B1043.33,A deer is seen walking through the woods in the video.
B1017.55,A dog is seen running through the woods in the video.
B1053.16,A dog is seen running through a forest with a bear in the background.
B0696.28,A small animal is seen running across the ground in the video.
B0640.41,A lion is seen walking through the grass in the video.
B0830.10,A cow is seen walking in the mud in the video.
B0776.5,A baboon is seen walking through the grass in the video.
B0645.17,A baboon is seen walking on the ground in the video.
B0657.42,A black bear is seen walking through the woods in the video.
B1017.35,A dog is seen running through the woods in the video.
B0411.1,A dog is seen running through the woods in the video.
B0648.41,A gorilla is seen walking through the forest and looking at the camera.
B1056.24,A dog is seen running through the woods in the video.
B0675.6,A monkey is seen walking on the ground in the video.
B0652.30,A black bear is seen walking through the woods in the video.
B0831.41,A dog is seen swimming in the water.
B0156.1,A bird is seen flying over a river in the video.
B1002.43,A group of bears are seen walking through the woods in the video.
B0806.14,A dog is seen walking through the woods in the video.
B0733.27,A baboon is seen walking through the grass in the video.
B0678.33,A deer is seen walking through the woods in the video.
B0690.54,A deer is seen walking through a forest in the video.
B0502.7,A gorilla is seen walking on a rock in the video.
B0681.45,A deer is seen walking through a forest in the video.
B0444.6,A group of elephants are seen walking through a forest.
B0976.4,A group of animals are seen walking in a line in the video.
B0678.25,A bear is seen walking through the woods in the video.
B0811.14,A deer is seen walking through the woods in the video.
B0223.1,A group of animals are seen walking in the desert.
B0664.36,A bird is seen flying over a forest in the video.
B0790.14,A deer is seen walking through the woods in the video.
B1034.49,A dog is seen running through the woods in the video.
B0820.21,A bird is seen flying over a rocky area in the video.
B0538.14,A baby squirrel is seen lying on the ground in the woods.
B0224.4,A group of animals are seen walking through a field of grass.
B0997.57,A dog is seen walking on the rocks in the video.
B0148.2,A group of goats are seen walking on a rocky hillside.
B1052.19,A large bear is seen walking through the woods in the video.
B1051.12,A dog is seen running through a field of grass.
B1020.62,A group of frogs are seen sitting on a rock in the video.
B0711.2,A bear is seen walking through the woods in the video.
B0477.4,A group of elephants are seen walking through a muddy area.
B0053.9,A bird is seen perched on a tree branch in the video.
B1051.21,A dog is seen walking on a rock in the video.
B0245.10,A group of camels are seen walking in a desert.
B0675.24,A deer is seen walking through the woods in the video.
B0334.6,A group of camels are seen walking in the desert.
B0670.33,A gorilla is seen walking through the forest and climbing up a tree.
B0683.6,A black bear is seen walking through the woods in the video.
B0881.20,A group of birds are seen flying over a river.
B0553.11,A black bear is seen walking through the woods in the video.
B0508.3,A group of elephants are seen walking in a line on a dirt road.
B0775.4,A monkey is seen walking through the grass in the video.
B1005.19,A wolf is seen walking through a rocky terrain in the video.
B0612.2,A bear is seen walking on a rock in the video.
B0653.29,A squirrel is seen walking on a tree branch in the video.
B0793.2,A bird is seen perched on a branch in the video.
B0957.13,A dog is seen walking on a rocky hillside in the video.
B0043.13,A group of baboons are seen walking through a field of grass.
B0783.56,A bird is seen perched on a tree branch in the video.
B0749.2,A deer is seen walking through the grass in the video.
B0459.11,A group of birds are seen flying over a field of dirt.
B0798.3,A monkey is seen eating leaves from a tree in the video.
B0699.30,A lion is seen walking through the trees in the video.
B0682.26,A monkey is seen walking through the trees in the video.
B0996.9,A group of elephants are seen walking in a line in the video.
B0061.3,A baboon is seen sitting on a branch in the wild.
B0934.17,A group of cows are seen grazing in a field.
B0738.28,A dog is seen walking through the woods in the video.
B0722.39,A bear is seen walking through the woods in the video.
B0805.35,A squirrel is seen running across a log in the forest.
B0623.5,A small bird is seen perched on a rock in the video.
B0662.44,A bear is seen walking through the woods and climbing up a tree.
B0792.51,A deer is seen walking through the woods in the video.
B0844.28,A fish swims through the water and then swims back.
B1053.36,A group of elephants are seen walking through a forest.
B0572.7,A dog is seen walking on a rock in the video.
B0819.48,A group of elephants are seen walking through a river.
B0718.24,A monkey is seen sitting on a branch in the woods.
B0282.5,A group of birds are seen walking on the ground in the video.
B0042.6,A group of animals are seen walking through a field of grass.
B0793.18,A bird is seen perched on a branch in the video.
B0716.32,A bear is seen walking through the woods in the video.
